,Pclass,SibSp,Parch,Sex_female,Sex_male,Age_Children,Age_Teenage,Age_Adult,Age_Elder,Embarked_C,Embarked_Q,Embarked_S,Fare_Low_fare,Fare_median_fare,Fare_Average_fare,Fare_high_fare
405,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
406,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
407,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
408,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
409,3,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0
410,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
411,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
412,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
413,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
414,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
415,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
416,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
417,2,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0
418,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
419,3,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0
420,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
421,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
422,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
423,3,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
424,3,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0
425,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
426,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
427,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
428,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
429,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
430,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
431,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
432,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
433,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
434,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
435,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1
436,3,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1
437,2,2,3,1,0,0,0,1,0,0,0,1,0,0,1,0
438,1,1,4,0,1,0,0,0,1,0,0,1,0,0,0,0
439,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
440,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
441,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
442,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
443,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
444,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
445,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1
446,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
447,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
448,3,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0
449,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
450,2,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0
451,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
452,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
453,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
454,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
455,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
456,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
457,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
458,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
459,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
460,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
461,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
462,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
463,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
464,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
465,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
466,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
467,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
468,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
469,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0
470,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
471,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
472,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0
473,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
474,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
475,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
476,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
477,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
478,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
479,3,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
480,3,5,2,0,1,1,0,0,0,0,0,1,0,0,0,1
481,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
482,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
483,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
484,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
485,3,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0
486,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
487,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
488,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
489,3,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
490,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
491,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
492,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
493,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
494,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
495,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
496,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
497,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
498,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
499,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
500,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
501,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
502,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
503,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
504,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
505,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
506,2,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0
507,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
508,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
509,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
510,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
511,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
512,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
513,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
514,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
515,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
516,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
517,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
518,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
519,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
520,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
521,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
522,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
523,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
524,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
525,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
526,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
527,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
528,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
529,2,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0
530,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
531,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
532,3,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
533,3,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0
534,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
535,2,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0
536,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
537,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
538,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
539,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1
540,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1
541,3,4,2,1,0,1,0,0,0,0,0,1,0,0,0,1
542,3,4,2,1,0,1,0,0,0,0,0,1,0,0,0,1
543,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
544,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
545,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
546,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
547,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
548,3,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
549,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
550,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1
551,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
552,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
553,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
554,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
555,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
556,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
557,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
558,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
559,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
560,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
561,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
562,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
563,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
564,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
565,3,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0
566,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
567,3,0,4,1,0,0,0,1,0,0,0,1,0,0,1,0
568,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
569,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
570,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
571,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1
572,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
573,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
574,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
575,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
576,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
577,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
578,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
579,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
580,2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
581,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
582,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
583,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
584,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
585,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1
586,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
587,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1
588,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
589,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
590,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
591,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
592,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
593,3,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0
594,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
595,3,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
596,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
597,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
598,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
599,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
600,2,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0
601,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
602,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
603,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
604,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
605,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
606,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
607,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
608,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1
609,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
610,3,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1
611,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
612,3,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
613,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
614,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
615,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1
616,3,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
617,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
618,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1
619,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
620,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
621,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
622,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
623,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
624,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
625,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
626,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
627,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
628,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
629,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
630,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
631,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
632,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
633,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
634,3,3,2,1,0,1,0,0,0,0,0,1,0,0,1,0
635,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
636,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
637,2,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
638,3,0,5,1,0,0,0,0,1,0,0,1,0,0,0,1
639,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
640,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
641,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
642,3,3,2,1,0,1,0,0,0,0,0,1,0,0,1,0
643,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
644,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0
645,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
646,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
647,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
648,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
649,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
650,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
651,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
652,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
653,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
654,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
655,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1
656,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
657,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
658,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
659,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1
660,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0
661,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
662,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
663,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
664,3,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
665,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1
666,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
667,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
668,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
669,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
670,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
671,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
672,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
673,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
674,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
675,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
676,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
677,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
678,3,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1
679,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
680,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
681,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
682,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
683,3,5,2,0,1,0,1,0,0,0,0,1,0,0,0,1
684,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
685,2,1,2,0,1,0,0,1,0,1,0,0,0,0,0,1
686,3,4,1,0,1,0,1,0,0,0,0,1,0,0,0,1
687,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
688,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
689,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
690,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
691,3,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
692,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
693,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
694,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
695,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
696,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
697,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
698,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1
699,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
700,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
701,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
702,3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
703,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
704,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
705,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
706,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
707,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
708,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
709,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
710,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
711,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
712,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
713,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
714,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
715,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
716,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
717,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
718,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
719,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
720,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
721,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
722,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
723,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
724,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
725,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
726,2,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0
727,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
728,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
729,3,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
730,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
731,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
732,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
733,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
734,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
735,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
736,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1
737,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
738,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
739,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
740,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
741,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
742,1,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0
743,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
744,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
745,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
746,3,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0
747,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
748,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
749,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
750,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
751,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
752,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
753,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
754,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1
755,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
756,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
757,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
758,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
759,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
760,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
761,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
762,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
763,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1
764,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
765,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
766,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
767,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
768,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
769,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
770,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
771,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
772,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
773,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
774,2,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0
775,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
776,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
777,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
778,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
779,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
780,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
781,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
782,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
783,3,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0
784,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
785,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
786,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
787,3,4,1,0,1,1,0,0,0,0,1,0,0,0,1,0
788,3,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0
789,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
790,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
791,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
792,3,8,2,1,0,0,0,1,0,0,0,1,0,0,0,1
793,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
794,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
795,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
796,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
797,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
798,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
799,3,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
800,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
801,2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
802,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1
803,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
804,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
805,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
806,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
807,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
808,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
809,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
810,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
811,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
812,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
